ponto_id,lon_pred,lat_pred
409,-34.951728,-8.055605
411,-34.951728,-8.055605
415,-34.951728,-8.055605
416,-34.951728,-8.055605
427,-34.951728,-8.055605
429,-34.951728,-8.055605
433,-34.951728,-8.055605
435,-34.951728,-8.055605
439,-34.951728,-8.055605
445,-34.951728,-8.055605
447,-34.951728,-8.055605
449,-34.951728,-8.055605
453,-34.951728,-8.055605
455,-34.951728,-8.055605
457,-34.951728,-8.055605
461,-34.951728,-8.055605
462,-34.951728,-8.055605
465,-34.951728,-8.055605
468,-34.951728,-8.055605
472,-34.951728,-8.055605
473,-34.951728,-8.055605
474,-34.951728,-8.055605
476,-34.951728,-8.055605
477,-34.951728,-8.055605
483,-34.951728,-8.055605
485,-34.951728,-8.055605
486,-34.951728,-8.055605
487,-34.951728,-8.055605
495,-34.951728,-8.055605
496,-34.951728,-8.055605
500,-34.951728,-8.055605
503,-34.951728,-8.055605
509,-34.951728,-8.055605
510,-34.951728,-8.055605
511,-34.951728,-8.055605
513,-34.951728,-8.055605
518,-34.951728,-8.055605
524,-34.951728,-8.055605
528,-34.951728,-8.055605
530,-34.951728,-8.055605
532,-34.951728,-8.055605
533,-34.951728,-8.055605
538,-34.951728,-8.055605
540,-34.951728,-8.055605
543,-34.951728,-8.055605
544,-34.951728,-8.055605
550,-34.951728,-8.055605
551,-34.951728,-8.055605
554,-34.951728,-8.055605
555,-34.951728,-8.055605
563,-34.951728,-8.055605
564,-34.951728,-8.055605
567,-34.951728,-8.055605
568,-34.951728,-8.055605
576,-34.951728,-8.055605
577,-34.951728,-8.055605
582,-34.951728,-8.055605
586,-34.951728,-8.055605
590,-34.951728,-8.055605
591,-34.951728,-8.055605
592,-34.951728,-8.055605
594,-34.951728,-8.055605
601,-34.951728,-8.055605
603,-34.951728,-8.055605
604,-34.951728,-8.055605
605,-34.951728,-8.055605
611,-34.951728,-8.055605
613,-34.951728,-8.055605
617,-34.951728,-8.055605
618,-34.951728,-8.055605
620,-34.951728,-8.055605
623,-34.951728,-8.055605
624,-34.951728,-8.055605
625,-34.951728,-8.055605
633,-34.951728,-8.055605
637,-34.951728,-8.055605
641,-34.951728,-8.055605
642,-34.951728,-8.055605
647,-34.951728,-8.055605
653,-34.951728,-8.055605
654,-34.951728,-8.055605
655,-34.951728,-8.055605
664,-34.951728,-8.055605
665,-34.951728,-8.055605
668,-34.951728,-8.055605
673,-34.951728,-8.055605
675,-34.951728,-8.055605
676,-34.951728,-8.055605
678,-34.951728,-8.055605
682,-34.951728,-8.055605
683,-34.951728,-8.055605
693,-34.951728,-8.055605
694,-34.951728,-8.055605
696,-34.951728,-8.055605
700,-34.951728,-8.055605
706,-34.951728,-8.055605
708,-34.951728,-8.055605
710,-34.951728,-8.055605
711,-34.951728,-8.055605
712,-34.951728,-8.055605
713,-34.951728,-8.055605
715,-34.951728,-8.055605
718,-34.951728,-8.055605
724,-34.951728,-8.055605
730,-34.951728,-8.055605
733,-34.951728,-8.055605
736,-34.951728,-8.055605
737,-34.951728,-8.055605
738,-34.951728,-8.055605
740,-34.951728,-8.055605
742,-34.951728,-8.055605
743,-34.951728,-8.055605
744,-34.951728,-8.055605
745,-34.951728,-8.055605
747,-34.951728,-8.055605
748,-34.951728,-8.055605
749,-34.951728,-8.055605
751,-34.951728,-8.055605
753,-34.951728,-8.055605
758,-34.951728,-8.055605
759,-34.951728,-8.055605
761,-34.951728,-8.055605
763,-34.951728,-8.055605
764,-34.951728,-8.055605
765,-34.951728,-8.055605
766,-34.951728,-8.055605
773,-34.951728,-8.055605
774,-34.951728,-8.055605
782,-34.951728,-8.055605
786,-34.951728,-8.055605
789,-34.951728,-8.055605
794,-34.951728,-8.055605
795,-34.951728,-8.055605
799,-34.951728,-8.055605
800,-34.951736,-8.05538
809,-34.951736,-8.05538
810,-34.951736,-8.05538
811,-34.951736,-8.05538
815,-34.951736,-8.05538
828,-34.951736,-8.05538
831,-34.951736,-8.05538
833,-34.951736,-8.05538
834,-34.951736,-8.05538
835,-34.951736,-8.05538
837,-34.951736,-8.05538
841,-34.951736,-8.05538
852,-34.951736,-8.05538
856,-34.951736,-8.05538
858,-34.951736,-8.05538
862,-34.951736,-8.05538
866,-34.951736,-8.05538
868,-34.951736,-8.05538
871,-34.951736,-8.05538
872,-34.951736,-8.05538
877,-34.951736,-8.05538
879,-34.951736,-8.05538
881,-34.951736,-8.05538
883,-34.951736,-8.05538
906,-34.951736,-8.05538
908,-34.951736,-8.05538
914,-34.951736,-8.05538
921,-34.951736,-8.05538
927,-34.951736,-8.05538
932,-34.951736,-8.05538
934,-34.951736,-8.05538
940,-34.951736,-8.05538
947,-34.951736,-8.05538
952,-34.951736,-8.05538
957,-34.951736,-8.05538
958,-34.951736,-8.05538
960,-34.951736,-8.05538
964,-34.951736,-8.05538
965,-34.951736,-8.05538
967,-34.951736,-8.05538
970,-34.951736,-8.05538
971,-34.951736,-8.05538
982,-34.951736,-8.05538
994,-34.951736,-8.05538
996,-34.951736,-8.05538
997,-34.951736,-8.05538
1002,-34.951736,-8.05538
1005,-34.951736,-8.05538
1009,-34.951736,-8.05538
1010,-34.951736,-8.05538
1017,-34.951736,-8.05538
1018,-34.951736,-8.05538
1020,-34.951736,-8.05538
1022,-34.951736,-8.05538
1025,-34.951736,-8.05538
1027,-34.951736,-8.05538
1034,-34.951736,-8.05538
1038,-34.951736,-8.05538
1042,-34.951736,-8.05538
1044,-34.951736,-8.05538
1046,-34.951736,-8.05538
1052,-34.951736,-8.05538
1053,-34.951736,-8.05538
1055,-34.951736,-8.05538
1056,-34.951736,-8.05538
1057,-34.951736,-8.05538
1061,-34.951736,-8.05538
1068,-34.951736,-8.05538
1071,-34.951736,-8.05538
1074,-34.951736,-8.05538
1075,-34.951736,-8.05538
1076,-34.951736,-8.05538
1078,-34.951736,-8.05538
1084,-34.951736,-8.05538
1087,-34.951736,-8.05538
1090,-34.951736,-8.05538
1095,-34.951736,-8.05538
1101,-34.951736,-8.05538
1103,-34.951736,-8.05538
1107,-34.951736,-8.05538
1108,-34.951736,-8.05538
1111,-34.951736,-8.05538
1112,-34.951736,-8.05538
1115,-34.951736,-8.05538
1123,-34.951736,-8.05538
1126,-34.951736,-8.05538
1127,-34.951736,-8.05538
1139,-34.951736,-8.05538
1142,-34.951736,-8.05538
1144,-34.951736,-8.05538
1145,-34.951736,-8.05538
1147,-34.951736,-8.05538
1149,-34.951736,-8.05538
1152,-34.951736,-8.05538
1153,-34.951736,-8.05538
1155,-34.951736,-8.05538
1156,-34.951736,-8.05538
1157,-34.951736,-8.05538
1162,-34.951736,-8.05538
1163,-34.951736,-8.05538
1166,-34.951736,-8.05538
1168,-34.951736,-8.05538
1172,-34.951736,-8.05538
1175,-34.951736,-8.05538
1176,-34.951736,-8.05538
1180,-34.951736,-8.05538
1183,-34.951736,-8.05538
1188,-34.951736,-8.05538
1193,-34.951736,-8.05538
1194,-34.951736,-8.05538
1195,-34.951736,-8.05538
1197,-34.951736,-8.05538
1199,-34.951736,-8.05538
1201,-34.951736,-8.05538
1204,-34.951736,-8.05538
1210,-34.951736,-8.05538
1217,-34.951736,-8.05538
1219,-34.951736,-8.05538
1220,-34.951736,-8.05538
1222,-34.951736,-8.05538
1224,-34.951736,-8.05538
1226,-34.951736,-8.05538
1233,-34.951736,-8.05538
1244,-34.951736,-8.05538
1245,-34.951736,-8.05538
1247,-34.951736,-8.05538
1250,-34.951736,-8.05538
1253,-34.951736,-8.05538
1254,-34.951736,-8.05538
1261,-34.951736,-8.05538
1263,-34.951736,-8.05538
1277,-34.951736,-8.05538
1278,-34.951736,-8.05538
1281,-34.951736,-8.05538
1282,-34.951736,-8.05538
1285,-34.951736,-8.05538
1287,-34.951736,-8.05538
1295,-34.951736,-8.05538
1297,-34.951736,-8.05538
1298,-34.951736,-8.05538
1310,-34.951736,-8.05538
1313,-34.951736,-8.05538
1314,-34.951736,-8.05538
1315,-34.951736,-8.05538
1318,-34.951736,-8.05538
1320,-34.951736,-8.05538
1322,-34.951736,-8.05538
1323,-34.951736,-8.05538
1328,-34.951736,-8.05538
1329,-34.951736,-8.05538
1330,-34.951736,-8.05538
1334,-34.951736,-8.05538
1339,-34.951736,-8.05538
1345,-34.951736,-8.05538
1346,-34.951736,-8.05538
1349,-34.951736,-8.05538
1354,-34.951736,-8.05538
1355,-34.951736,-8.05538
1359,-34.951736,-8.05538
1360,-34.951736,-8.05538
1369,-34.951736,-8.05538
1372,-34.951736,-8.05538
1373,-34.951736,-8.05538
1374,-34.951736,-8.05538
1379,-34.951736,-8.05538
1383,-34.951736,-8.05538
1385,-34.951736,-8.05538
1393,-34.951736,-8.05538
1396,-34.951736,-8.05538
1400,-34.951736,-8.05538
1402,-34.951736,-8.05538
1405,-34.951736,-8.05538
1406,-34.951736,-8.05538
1413,-34.951736,-8.05538
1414,-34.951736,-8.05538
1416,-34.951736,-8.05538
1417,-34.951736,-8.05538
1418,-34.951736,-8.05538
1420,-34.951736,-8.05538
1421,-34.951736,-8.05538
1426,-34.951736,-8.05538
1427,-34.951736,-8.05538
1429,-34.951736,-8.05538
1430,-34.951736,-8.05538
1432,-34.951736,-8.05538
1437,-34.951736,-8.05538
1438,-34.951736,-8.05538
1443,-34.951736,-8.05538
1446,-34.951736,-8.05538
1452,-34.951736,-8.05538
1453,-34.951736,-8.05538
1456,-34.951736,-8.05538
1458,-34.951736,-8.05538
1465,-34.951736,-8.05538
1467,-34.951736,-8.05538
1468,-34.951736,-8.05538
1470,-34.951736,-8.05538
1472,-34.951736,-8.05538
1477,-34.951736,-8.05538
1479,-34.951736,-8.05538
1480,-34.951736,-8.05538
1482,-34.951736,-8.05538
1483,-34.951736,-8.05538
1488,-34.951736,-8.05538
1491,-34.951736,-8.05538
1496,-34.951736,-8.05538
1501,-34.951736,-8.05538
1502,-34.951736,-8.05538
1509,-34.951736,-8.05538
1512,-34.951597,-8.055424
1513,-34.951736,-8.05538
1516,-34.951736,-8.05538
1527,-34.951736,-8.05538
1530,-34.951736,-8.05538
1532,-34.951736,-8.05538
1533,-34.951736,-8.05538
1535,-34.951736,-8.05538
1536,-34.951736,-8.05538
1543,-34.951736,-8.05538
1544,-34.951736,-8.05538
1545,-34.951736,-8.05538
1550,-34.951736,-8.05538
1557,-34.951736,-8.05538
1558,-34.951736,-8.05538
1559,-34.951736,-8.05538
1561,-34.951736,-8.05538
1562,-34.951736,-8.05538
1568,-34.951736,-8.05538
1569,-34.951736,-8.05538
1570,-34.951736,-8.05538
1575,-34.951736,-8.05538
1576,-34.951736,-8.05538
1578,-34.951736,-8.05538
1586,-34.951736,-8.05538
1593,-34.951736,-8.05538
1595,-34.951736,-8.05538
1597,-34.951736,-8.05538
1598,-34.951736,-8.05538
1599,-34.951736,-8.05538
1603,-34.951736,-8.05538
1606,-34.951316,-8.055494
1608,-34.951316,-8.055494
1614,-34.951316,-8.055494
1615,-34.951316,-8.055494
1616,-34.951316,-8.055494
1617,-34.951316,-8.055494
1618,-34.951316,-8.055494
1623,-34.951316,-8.055494
1626,-34.951316,-8.055494
1631,-34.951316,-8.055494
1642,-34.951316,-8.055494
1643,-34.951316,-8.055494
1649,-34.951316,-8.055494
1650,-34.951316,-8.055494
1656,-34.951316,-8.055494
1659,-34.951316,-8.055494
1662,-34.951316,-8.055494
1665,-34.951316,-8.055494
1670,-34.951316,-8.055494
1671,-34.951316,-8.055494
1672,-34.951316,-8.055494
1680,-34.951316,-8.055494
1683,-34.951316,-8.055494
1684,-34.951316,-8.055494
1688,-34.951316,-8.055494
1691,-34.951316,-8.055494
1699,-34.951316,-8.055494
1701,-34.951316,-8.055494
1713,-34.951316,-8.055494
1718,-34.951316,-8.055494
1720,-34.951316,-8.055494
1721,-34.951316,-8.055494
1726,-34.951316,-8.055494
1728,-34.951316,-8.055494
1729,-34.951316,-8.055494
1730,-34.951316,-8.055494
1731,-34.951316,-8.055494
1732,-34.951316,-8.055494
1737,-34.951316,-8.055494
1738,-34.951316,-8.055494
1739,-34.951316,-8.055494
1740,-34.951316,-8.055494
1741,-34.951316,-8.055494
1743,-34.951316,-8.055494
1744,-34.951316,-8.055494
1745,-34.951316,-8.055494
1746,-34.951316,-8.055494
1747,-34.951316,-8.055494
1758,-34.951316,-8.055494
1760,-34.951316,-8.055494
1765,-34.951316,-8.055494
1768,-34.951316,-8.055494
1770,-34.951316,-8.055494
1775,-34.951316,-8.055494
1777,-34.951316,-8.055494
1780,-34.951316,-8.055494
1783,-34.951316,-8.055494
1785,-34.951316,-8.055494
1790,-34.951316,-8.055494
1791,-34.951316,-8.055494
1793,-34.951316,-8.055494
1794,-34.951316,-8.055494
1803,-34.951316,-8.055494
1805,-34.951316,-8.055494
1807,-34.951316,-8.055494
1817,-34.951316,-8.055494
1825,-34.951316,-8.055494
1832,-34.951316,-8.055494
1833,-34.951316,-8.055494
1835,-34.951316,-8.055494
1839,-34.951316,-8.055494
1840,-34.951316,-8.055494
1844,-34.951316,-8.055494
1851,-34.951316,-8.055494
1860,-34.951316,-8.055494
1862,-34.951316,-8.055494
1864,-34.951316,-8.055494
1877,-34.951316,-8.055494
1880,-34.951316,-8.055494
1888,-34.951316,-8.055494
1891,-34.951316,-8.055494
1897,-34.951316,-8.055494
1915,-34.951316,-8.055494
1918,-34.951316,-8.055494
1919,-34.951316,-8.055494
1921,-34.951316,-8.055494
1922,-34.951316,-8.055494
1928,-34.951316,-8.055494
1934,-34.951316,-8.055494
1937,-34.951316,-8.055494
1941,-34.951316,-8.055494
1945,-34.951316,-8.055494
1952,-34.951316,-8.055494
1954,-34.951316,-8.055494
1957,-34.951316,-8.055494
1962,-34.951316,-8.055494
1963,-34.951316,-8.055494
1965,-34.951316,-8.055494
1971,-34.951316,-8.055494
1978,-34.951316,-8.055494
1981,-34.951316,-8.055494
1982,-34.951316,-8.055494
1989,-34.951316,-8.055494
1992,-34.951316,-8.055494
1995,-34.951316,-8.055494
2002,-34.951316,-8.055494
2004,-34.951316,-8.055494
2006,-34.951316,-8.055494
2008,-34.951316,-8.055494
2012,-34.951316,-8.055494
2013,-34.951316,-8.055494
2018,-34.951316,-8.055494
2022,-34.951316,-8.055494
2025,-34.951316,-8.055494
2029,-34.951316,-8.055494
2034,-34.951316,-8.055494
2036,-34.951316,-8.055494
2045,-34.951316,-8.055494
2055,-34.951316,-8.055494
2057,-34.951316,-8.055494
2058,-34.951316,-8.055494
2063,-34.951316,-8.055494
2067,-34.951316,-8.055494
2072,-34.951316,-8.055494
2075,-34.951316,-8.055494
2083,-34.951316,-8.055494
2084,-34.951316,-8.055494
2087,-34.951316,-8.055494
2088,-34.951316,-8.055494
2089,-34.951316,-8.055494
2094,-34.951316,-8.055494
2098,-34.951316,-8.055494
2107,-34.951316,-8.055494
2108,-34.951316,-8.055494
2109,-34.951316,-8.055494
2110,-34.951316,-8.055494
2111,-34.951316,-8.055494
2114,-34.951316,-8.055494
2115,-34.951316,-8.055494
2121,-34.951316,-8.055494
2122,-34.951316,-8.055494
2124,-34.951316,-8.055494
2127,-34.951316,-8.055494
2128,-34.951316,-8.055494
2129,-34.951316,-8.055494
2131,-34.951316,-8.055494
2132,-34.951316,-8.055494
2133,-34.951316,-8.055494
2134,-34.951316,-8.055494
2138,-34.951156000000005,-8.055304000000001
2142,-34.951316,-8.055494
2145,-34.951316,-8.055494
2149,-34.951316,-8.055494
2150,-34.951316,-8.055494
2152,-34.951316,-8.055494
2154,-34.951316,-8.055494
2157,-34.951316,-8.055494
2164,-34.951316,-8.055494
2165,-34.951316,-8.055494
2166,-34.951316,-8.055494
2167,-34.951316,-8.055494
2168,-34.951316,-8.055494
2175,-34.951316,-8.055494
2177,-34.951316,-8.055494
2183,-34.951316,-8.055494
2189,-34.951316,-8.055494
2191,-34.951316,-8.055494
2199,-34.951316,-8.055494
2210,-34.951316,-8.055494
2213,-34.951316,-8.055494
2214,-34.951316,-8.055494
2215,-34.951316,-8.055494
2221,-34.951316,-8.055494
2223,-34.951316,-8.055494
2225,-34.951316,-8.055494
2227,-34.951316,-8.055494
2228,-34.951316,-8.055494
2231,-34.951316,-8.055494
2232,-34.951316,-8.055494
2233,-34.951316,-8.055494
2234,-34.951316,-8.055494
2239,-34.951316,-8.055494
2245,-34.951316,-8.055494
2246,-34.951316,-8.055494
2248,-34.951316,-8.055494
2249,-34.951316,-8.055494
2251,-34.951316,-8.055494
2252,-34.951316,-8.055494
2254,-34.951316,-8.055494
2260,-34.951316,-8.055494
2268,-34.951316,-8.055494
2270,-34.951316,-8.055494
2272,-34.951316,-8.055494
2273,-34.951316,-8.055494
2275,-34.951316,-8.055494
2276,-34.951316,-8.055494
2286,-34.951316,-8.055494
2287,-34.951316,-8.055494
2288,-34.951316,-8.055494
2291,-34.951316,-8.055494
2299,-34.95135280000001,-8.055765999999998
2301,-34.951316,-8.055494
2302,-34.951316,-8.055494
2303,-34.951316,-8.055494
2304,-34.951316,-8.055494
2310,-34.951316,-8.055494
2312,-34.951316,-8.055494
2316,-34.951316,-8.055494
2319,-34.951316,-8.055494
2321,-34.951316,-8.055494
2328,-34.951316,-8.055494
2335,-34.951316,-8.055494
2337,-34.951316,-8.055494
2344,-34.951316,-8.055494
2348,-34.951316,-8.055494
2351,-34.951316,-8.055494
2354,-34.951316,-8.055494
2358,-34.951316,-8.055494
2362,-34.951331,-8.055684
2373,-34.951331,-8.055684
2375,-34.951331,-8.055684
2377,-34.951331,-8.055684
2388,-34.951331,-8.055684
2389,-34.951331,-8.055684
2392,-34.951331,-8.055684
2399,-34.951331,-8.055684
2404,-34.951331,-8.055684
2407,-34.951331,-8.055684
2412,-34.951331,-8.055684
2413,-34.951331,-8.055684
2417,-34.951331,-8.055684
2420,-34.951331,-8.055684
2423,-34.951331,-8.055684
2436,-34.951331,-8.055684
2439,-34.951331,-8.055684
2441,-34.951331,-8.055684
2446,-34.951331,-8.055684
2447,-34.951331,-8.055684
2453,-34.951331,-8.055684
2455,-34.951331,-8.055684
2456,-34.951331,-8.055684
2458,-34.951331,-8.055684
2464,-34.951331,-8.055684
2465,-34.951331,-8.055684
2470,-34.951331,-8.055684
2471,-34.951331,-8.055684
2473,-34.951331,-8.055684
2478,-34.951331,-8.055684
2483,-34.951331,-8.055684
2484,-34.951331,-8.055684
2485,-34.951331,-8.055684
2492,-34.951331,-8.055684
2498,-34.951331,-8.055684
2510,-34.951331,-8.055684
2513,-34.951331,-8.055684
2515,-34.951331,-8.055684
2516,-34.951331,-8.055684
2517,-34.951331,-8.055684
2519,-34.951331,-8.055684
2522,-34.951331,-8.055684
2523,-34.951331,-8.055684
2526,-34.951331,-8.055684
2531,-34.951331,-8.055684
2533,-34.951331,-8.055684
2534,-34.951331,-8.055684
2540,-34.951331,-8.055684
2542,-34.951331,-8.055684
2543,-34.951331,-8.055684
2554,-34.951331,-8.055684
2569,-34.951331,-8.055684
2571,-34.951331,-8.055684
2574,-34.951331,-8.055684
2576,-34.951331,-8.055684
2586,-34.951331,-8.055684
2588,-34.951331,-8.055684
2592,-34.951331,-8.055684
2602,-34.951331,-8.055684
2603,-34.951331,-8.055684
2605,-34.951331,-8.055684
2609,-34.951331,-8.055684
2611,-34.951331,-8.055684
2614,-34.951331,-8.055684
2615,-34.951331,-8.055684
2619,-34.951331,-8.055684
2620,-34.951331,-8.055684
2627,-34.951331,-8.055684
2628,-34.951331,-8.055684
2638,-34.951331,-8.055684
2648,-34.951331,-8.055684
2650,-34.951331,-8.055684
2651,-34.951331,-8.055684
2663,-34.951331,-8.055684
2664,-34.951331,-8.055684
2673,-34.951331,-8.055684
2678,-34.951331,-8.055684
2680,-34.951331,-8.055684
2682,-34.951331,-8.055684
2683,-34.951331,-8.055684
2684,-34.951331,-8.055684
2685,-34.951331,-8.055684
2688,-34.951331,-8.055684
2689,-34.951331,-8.055684
2691,-34.951331,-8.055684
2692,-34.951331,-8.055684
2697,-34.951331,-8.055684
2698,-34.951331,-8.055684
2701,-34.951331,-8.055684
2707,-34.951331,-8.055684
2715,-34.951331,-8.055684
2718,-34.951331,-8.055684
2724,-34.951331,-8.055684
2726,-34.951331,-8.055684
2729,-34.951331,-8.055684
2737,-34.951331,-8.055684
2742,-34.951331,-8.055684
2748,-34.951331,-8.055684
2750,-34.951331,-8.055684
2751,-34.951331,-8.055684
2753,-34.951331,-8.055684
2754,-34.951331,-8.055684
2755,-34.951331,-8.055684
2758,-34.951331,-8.055684
2759,-34.951331,-8.055684
2760,-34.951331,-8.055684
2762,-34.951331,-8.055684
2766,-34.951331,-8.055684
2769,-34.951331,-8.055684
2770,-34.951331,-8.055684
2771,-34.951331,-8.055684
2777,-34.951331,-8.055684
2794,-34.951331,-8.055684
2802,-34.951331,-8.055684
2807,-34.951331,-8.055684
2816,-34.951331,-8.055684
2818,-34.951331,-8.055684
2820,-34.951331,-8.055684
2825,-34.951331,-8.055684
2826,-34.951331,-8.055684
2833,-34.951331,-8.055684
2835,-34.951331,-8.055684
2840,-34.951331,-8.055684
2846,-34.951331,-8.055684
2848,-34.951331,-8.055684
2855,-34.951331,-8.055684
2858,-34.951331,-8.055684
2859,-34.951331,-8.055684
2862,-34.951331,-8.055684
2864,-34.951331,-8.055684
2865,-34.951331,-8.055684
2867,-34.951331,-8.055684
2868,-34.951331,-8.055684
2870,-34.951331,-8.055684
2874,-34.951331,-8.055684
2876,-34.951331,-8.055684
2880,-34.951331,-8.055684
2882,-34.951331,-8.055684
2883,-34.951331,-8.055684
2884,-34.951331,-8.055684
2885,-34.951331,-8.055684
2886,-34.951331,-8.055684
2894,-34.951331,-8.055684
2903,-34.951331,-8.055684
2905,-34.951331,-8.055684
2906,-34.951331,-8.055684
2907,-34.951331,-8.055684
2908,-34.951331,-8.055684
2910,-34.951331,-8.055684
2913,-34.951331,-8.055684
2922,-34.951331,-8.055684
2926,-34.951331,-8.055684
2927,-34.951331,-8.055684
2930,-34.951331,-8.055684
2932,-34.951331,-8.055684
2935,-34.951331,-8.055684
2943,-34.951331,-8.055684
2945,-34.951331,-8.055684
2948,-34.951331,-8.055684
2954,-34.951331,-8.055684
2955,-34.951331,-8.055684
2956,-34.951331,-8.055684
2957,-34.951331,-8.055684
2960,-34.951331,-8.055684
2963,-34.951331,-8.055684
2968,-34.951331,-8.055684
2970,-34.951331,-8.055684
2973,-34.951331,-8.055684
2982,-34.951331,-8.055684
2991,-34.951331,-8.055684
2995,-34.951331,-8.055684
2997,-34.951331,-8.055684
3000,-34.951331,-8.055684
3001,-34.951331,-8.055684
3002,-34.951331,-8.055684
3006,-34.951331,-8.055684
3007,-34.951331,-8.055684
3011,-34.951331,-8.055684
3014,-34.951331,-8.055684
3016,-34.951331,-8.055684
3017,-34.951331,-8.055684
3018,-34.951331,-8.055684
3019,-34.951331,-8.055684
3021,-34.951331,-8.055684
3023,-34.951331,-8.055684
3024,-34.951331,-8.055684
3025,-34.951362,-8.055833999999999
3026,-34.951362,-8.055833999999999
3027,-34.951362,-8.055833999999999
3031,-34.951362,-8.055833999999999
3032,-34.951362,-8.055833999999999
3033,-34.951362,-8.055833999999999
3035,-34.951362,-8.055833999999999
3037,-34.951362,-8.055833999999999
3038,-34.951362,-8.055833999999999
3043,-34.951362,-8.055833999999999
3044,-34.951362,-8.055833999999999
3045,-34.951362,-8.055833999999999
3047,-34.951362,-8.055833999999999
3050,-34.951362,-8.055833999999999
3053,-34.951362,-8.055833999999999
3055,-34.951362,-8.055833999999999
3057,-34.951362,-8.055833999999999
3058,-34.951362,-8.055833999999999
3059,-34.951362,-8.055833999999999
3060,-34.951362,-8.055833999999999
3063,-34.951362,-8.055833999999999
3064,-34.951362,-8.055833999999999
3065,-34.951362,-8.055833999999999
3070,-34.951362,-8.055833999999999
3071,-34.951362,-8.055833999999999
3077,-34.951362,-8.055833999999999
3078,-34.951362,-8.055833999999999
3079,-34.951362,-8.055833999999999
3080,-34.951362,-8.055833999999999
3082,-34.951362,-8.055833999999999
3085,-34.951362,-8.055833999999999
3090,-34.951362,-8.055833999999999
